JE Code,Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %
I-2694,Moscow,Russia,EMEA,12-09-18,Washing Machine,Alexander Hillier,800,640,20.00%
I-2695,Jerusalem,Israel,EMEA,6/15/2016,Washing Machine,Barbara Scott,800,744,7.00%
I-2696,Istanbul,Turkey,EMEA,10/19/2014,Microwave,Mark Sayer,80,74,7.50%
I-2697,Amsterdam,Netherlands,EMEA,10-05-18,Ceiling fan,Allyson Rush,150,128,14.67%
I-2698,Tijuana,Mexico,LATAM,09-12-18,Blender,Rosemary Hatcher,50,45,10.00%
I-2699,Birmingham,UK,EMEA,02-04-18,Washing Machine,Susan Reay,800,664,17.00%
I-2700,Chicago,USA,NA,6/13/2015,Vacuum Cleaner,Nicholas Knight,250,243,2.80%
I-2701,Sao Paolo,Brazil,LATAM,11/30/2016,Coffee grinder,Cheryl Tubbs,70,69,1.43%
I-2702,Seoul,South Korea,APAC,12-12-14,Dishwasher,Suzanna Davies,500,495,1.00%
I-2703,Berlin,Germany,EMEA,2/17/2018,Washing Machine,Kate Pearce,800,440,45.00%
I-2704,Birmingham,UK,EMEA,03-10-18,Blender,Stephen Muhammad,50,44,12.00%
I-2705,Delhi,India,APAC,1/29/2018,Refrigerator,Russell Wood,1000,790,21.00%
I-2706,Sao Paolo,Brazil,LATAM,03-09-16,Air conditioner,Elizabeth Holloway,700,609,13.00%
I-2707,Birmingham,UK,EMEA,9/17/2016,Dishwasher,Robert Stocks,500,425,15.00%
I-2708,Berlin,Germany,EMEA,6/17/2015,Coffee grinder,John Gunter,70,45,35.71%
I-2709,Warsaw,Poland,EMEA,7/31/2017,Iron,Robert Brook,30,25,16.67%
I-2710,Warsaw,Poland,EMEA,04-02-15,Air conditioner,Hin Bragg,700,476,32.00%
I-2711,Tijuana,Mexico,LATAM,8/16/2016,Blender,Gillian Allnutt,50,43,14.00%
I-2712,Birmingham,UK,EMEA,9/18/2018,Refrigerator,Susan Goude,1000,930,7.00%
I-2713,Tijuana,Mexico,LATAM,10/18/2014,Toaster,Richard Allnutt,50,43,14.00%
I-2714,Dublin,Ireland,EMEA,08-07-15,Toaster,Emma Gibbons,50,34,32.00%
I-2715,Los Angeles,USA,NA,07-06-14,Toaster,Christopher Kitching,50,46,8.00%
I-2716,Sao Paolo,Brazil,LATAM,5/13/2015,Dishwasher,Gary Reynolds,500,355,29.00%
I-2717,Istanbul,Turkey,EMEA,10-11-15,Toaster,Chloe Lyons,50,40,20.00%
I-2718,Riyadh,Saudi Arabia,EMEA,4/25/2016,Dishwasher,Danny Brooks,500,450,10.00%
I-2719,Houston,USA,NA,5/24/2017,Blender,Rachel Snape,50,47,6.00%
I-2720,Athens,Greece,EMEA,6/21/2018,Washing Machine,Sarah Chadwick,800,456,43.00%
I-2721,Capetown,South Africa,EMEA,5/18/2017,Iron,Stuart Anderson,30,28,6.67%
I-2722,New York,USA,NA,3/24/2014,Iron,John Bull,30,26,13.33%
I-2723,Madria,Spain,EMEA,05-05-14,Microwave,Paul Long,80,56,30.00%
I-2724,London,UK,EMEA,10-10-17,Oven,Francis Godden,500,490,2.00%
I-2725,Los Angeles,USA,NA,9/16/2018,Oven,Rita Jenkins,500,490,2.00%
I-2726,Tokyo,Japan,APAC,1/24/2016,Coffee grinder,Pauline Taylor,70,61,12.86%
I-2727,Vancouver,Canada,NA,01-09-15,Vacuum Cleaner,Christopher Kille,250,220,12.00%
I-2728,Santiago,Chile,LATAM,2/28/2016,Coffee grinder,Julia Hammond,70,67,4.29%
I-2729,New York,USA,NA,05-06-17,Oven,Sarah Houghton,500,495,1.00%
I-2730,Shenzhen,China,APAC,10-04-14,Dishwasher,Keith Drage,500,190,62.00%
I-2731,Delhi,India,APAC,04-05-16,Air conditioner,Gillian Harris,700,686,2.00%
I-2732,London,UK,EMEA,01-03-17,Vacuum Cleaner,Philip Dewar,250,240,4.00%
I-2733,Mexico City,Mexico,LATAM,11/21/2014,Refrigerator,Jacqueline Green,1000,600,40.00%
I-2734,Sao Paolo,Brazil,LATAM,01-04-14,Toaster,Stephen Smith,50,41,18.00%
I-2735,Buenos Aires,Argentina,LATAM,4/29/2015,Vacuum Cleaner,Naeem Perry,250,230,8.00%
I-2736,Jerusalem,Israel,EMEA,2/26/2014,Dishwasher,Neil Tubbs,500,380,24.00%
I-2737,Houston,USA,NA,10/24/2016,Blender,Iftikhar Styles,50,49,2.00%
I-2738,Bangalore,India,APAC,9/27/2018,Iron,Colin Lima,30,26,13.33%
I-2739,Los Angeles,USA,NA,07-10-17,Ceiling fan,Heather Beck,150,141,6.00%
I-2740,Vienna,Austria,EMEA,03-11-17,Refrigerator,Paul Drage,1000,960,4.00%
I-2741,Ho Chi Minh City,Vietnam,APAC,04-03-16,Blender,Douglas Bond,50,48,4.00%
I-2742,Shanghai,China,APAC,05-02-14,Iron,Richard Clayton,30,26,13.33%
I-2743,Seattle,USA,NA,09-03-16,Ceiling fan,Derek Harris,150,128,14.67%
I-2744,Kansas City,USA,NA,8/31/2016,Iron,David Rodrigues,30,30,0.00%
I-2745,Istanbul,Turkey,EMEA,1/15/2018,Blender,Ian McCartan,50,45,10.00%
I-2746,Delhi,India,APAC,5/19/2018,Dishwasher,Francis Hughes,500,445,11.00%
I-2747,Capetown,South Africa,EMEA,01-01-17,Vacuum Cleaner,Helen Cooke,250,228,8.80%
I-2748,Kuala Lumpur,Malaysia,APAC,9/21/2015,Coffee grinder,Anthony Green,70,47,32.86%
I-2749,Kuala Lumpur,Malaysia,APAC,1/18/2015,Blender,Anthony Green,50,36,28.00%
I-2750,Madria,Spain,EMEA,01-07-16,Oven,Barrie Murray,500,500,0.00%
I-2751,Delhi,India,APAC,5/17/2016,Coffee grinder,Noel Burn,70,68,2.86%
I-2752,Cairo,Egypt,EMEA,2/15/2015,Air conditioner,Robert Payne,700,567,19.00%
I-2753,Los Angeles,USA,NA,1/22/2017,Iron,Rita Jenkins,30,29,3.33%
I-2754,Sao Paolo,Brazil,LATAM,12-11-15,Microwave,Stephen Smith,80,52,35.00%
I-2755,Santiago,Chile,LATAM,5/23/2016,Dishwasher,Ram Mathews,500,440,12.00%
I-2756,Osaka,Japan,APAC,07-07-14,Air conditioner,Stephen Brown,700,147,79.00%
I-2757,Toronto,Canada,NA,3/31/2015,Dishwasher,Jordan Andrews,500,400,20.00%
I-2758,Santiago,Chile,LATAM,2/24/2016,Ceiling fan,Bruce McPhee,150,140,6.67%
I-2759,Santiago,Chile,LATAM,07-11-16,Dishwasher,Jason Edmund,500,450,10.00%
I-2760,Mexico City,Mexico,LATAM,08-03-17,Air conditioner,Jacqueline Green,700,679,3.00%
I-2761,Kansas City,USA,NA,06-10-17,Coffee grinder,David Rodrigues,70,69,1.43%
I-2762,Sydney,Australia,APAC,09-01-15,Oven,William Martin,500,495,1.00%
I-2763,Capetown,South Africa,EMEA,2/24/2018,Dishwasher,Lucy Downs,500,455,9.00%
I-2764,Toronto,Canada,NA,12/14/2014,Coffee grinder,Stephen James,70,56,20.00%
I-2765,Riyadh,Saudi Arabia,EMEA,10/25/2016,Coffee grinder,Daniel Battersby,70,62,11.43%
I-2766,New York,USA,NA,1/16/2018,Ceiling fan,Robert Salisbury,150,128,14.67%
I-2767,Vancouver,Canada,NA,08-01-18,Ceiling fan,Brian Clarke,150,131,12.67%
I-2768,San Fransisco,USA,NA,03-02-18,Iron,James Bard,30,30,0.00%
I-2769,Sao Paolo,Brazil,LATAM,7/22/2015,Dishwasher,Elizabeth Holloway,500,460,8.00%
I-2770,Kuala Lumpur,Malaysia,APAC,4/21/2015,Ceiling fan,Stephen MacGregor,150,120,20.00%
I-2771,San Fransisco,USA,NA,10-09-18,Washing Machine,Arthur Carley,800,544,32.00%
I-2772,Madria,Spain,EMEA,05-08-15,Ceiling fan,Catherine Gagg,150,132,12.00%
I-2773,Jerusalem,Israel,EMEA,12/22/2016,Dishwasher,Neil Tubbs,500,435,13.00%
I-2774,Vancouver,Canada,NA,05-12-15,Washing Machine,Savita Simpson,800,448,44.00%
I-2775,Kansas City,USA,NA,7/19/2018,Oven,Nick Gee,500,500,0.00%
I-2776,Mexico City,Mexico,LATAM,5/20/2017,Blender,Phillip Clarke,50,47,6.00%
I-2777,San Fransisco,USA,NA,4/22/2017,Toaster,James Scott,50,46,8.00%
I-2778,Tijuana,Mexico,LATAM,8/18/2014,Ceiling fan,Richard Foy,150,126,16.00%
I-2779,Amsterdam,Netherlands,EMEA,09-05-14,Iron,Julia Ferguson,30,23,23.33%
I-2780,Buenos Aires,Argentina,LATAM,08-07-15,Vacuum Cleaner,Paul Martin,250,230,8.00%
I-2781,Madria,Spain,EMEA,4/18/2014,Iron,Barrie Murray,30,29,3.33%
I-2782,Birmingham,UK,EMEA,04-12-14,Iron,Stephen Muhammad,30,24,20.00%
I-2783,Tokyo,Japan,APAC,12/22/2018,Dishwasher,Pauline Pope,500,490,2.00%
I-2784,Dubai,UAE,EMEA,05-12-18,Toaster,Ernie Dyer,50,47,6.00%
I-2785,Delhi,India,APAC,06-06-18,Refrigerator,Gillian Harris,1000,740,26.00%
I-2786,Seattle,USA,NA,10/14/2018,Blender,Lesleyann Pope,50,45,10.00%
I-2787,Houston,USA,NA,5/13/2018,Air conditioner,Paul Faulkner,700,658,6.00%
I-2788,New York,USA,NA,06-02-14,Iron,Stephen Cohen,30,26,13.33%
I-2789,Sydney,Australia,APAC,02-05-16,Oven,William Martin,500,500,0.00%
I-2790,Moscow,Russia,EMEA,11/15/2018,Washing Machine,Darren Brooks,800,480,40.00%
I-2791,Bogota,Colombia,LATAM,7/31/2015,Iron,Basil Nolan,30,21,30.00%
I-2792,Bangalore,India,APAC,11-07-16,Microwave,Stuart Hunter,80,79,1.25%
I-2793,Capetown,South Africa,EMEA,07-04-15,Ceiling fan,Lucy Downs,150,149,0.67%
I-2794,Moscow,Russia,EMEA,05-09-15,Air conditioner,Zulfiqar Mirza,700,700,0.00%
I-2795,Tijuana,Mexico,LATAM,5/28/2018,Refrigerator,Kevin McLauchlin,1000,920,8.00%
I-2796,Kuala Lumpur,Malaysia,APAC,04-10-15,Blender,Stephen MacGregor,50,40,20.00%
I-2797,Madria,Spain,EMEA,01-03-15,Washing Machine,Martin Mishra,800,784,2.00%
I-2798,Delhi,India,APAC,10/25/2014,Washing Machine,Glen Campbell,800,488,39.00%
I-2799,Los Angeles,USA,NA,5/15/2016,Dishwasher,Christopher Kitching,500,450,10.00%
I-2800,Cairo,Egypt,EMEA,04-02-18,Iron,Robert Payne,30,29,3.33%
I-2801,Sydney,Australia,APAC,11/24/2017,Oven,Susan Luker,500,490,2.00%
I-2802,Delhi,India,APAC,10-07-18,Vacuum Cleaner,Tessa Morrow,250,240,4.00%
I-2803,Santiago,Chile,LATAM,12/17/2018,Iron,Richard James,30,29,3.33%
I-2804,Tel Aviv,Israel,EMEA,04-05-16,Vacuum Cleaner,Richard McGrath,250,240,4.00%
I-2805,Bucharest,Romania,EMEA,3/31/2014,Refrigerator,Nicola Hewitt,1000,670,33.00%
I-2806,Bangalore,India,APAC,12-07-17,Washing Machine,Paul Rule,800,448,44.00%
I-2807,Istanbul,Turkey,EMEA,9/17/2015,Toaster,Chloe Lyons,50,31,38.00%
I-2808,Kuala Lumpur,Malaysia,APAC,01-06-17,Toaster,Stephen MacGregor,50,46,8.00%
I-2809,Seoul,South Korea,APAC,8/20/2015,Blender,Iftikhar Haywood,50,49,2.00%
I-2810,Riyadh,Saudi Arabia,EMEA,8/19/2017,Coffee grinder,David Adams,70,63,10.00%
I-2811,Capetown,South Africa,EMEA,4/29/2017,Air conditioner,Stuart Anderson,700,686,2.00%
I-2812,Toronto,Canada,NA,09-05-18,Dishwasher,David Shiner,500,425,15.00%
I-2813,Sydney,Australia,APAC,6/14/2016,Washing Machine,James Ricketts,800,784,2.00%
I-2814,Bogota,Colombia,LATAM,3/16/2015,Blender,Russell Thorley,50,43,14.00%
I-2815,Bogota,Colombia,LATAM,11/24/2017,Microwave,Lisa Manning,80,74,7.50%
I-2816,Riyadh,Saudi Arabia,EMEA,04-07-15,Toaster,Lloyd Barr,50,46,8.00%
I-2817,Birmingham,UK,EMEA,12-02-14,Vacuum Cleaner,Robert James,250,223,10.80%
I-2818,Dublin,Ireland,EMEA,12/29/2015,Vacuum Cleaner,Robert Harris,250,225,10.00%
I-2819,Paris,France,EMEA,08-06-17,Coffee grinder,Melanie Fletcher,70,69,1.43%
I-2820,Sao Paolo,Brazil,LATAM,5/30/2017,Oven,Elizabeth Holloway,500,490,2.00%
I-2821,Kuala Lumpur,Malaysia,APAC,4/13/2018,Vacuum Cleaner,Anthony Green,250,220,12.00%
I-2822,Sydney,Australia,APAC,09-02-15,Blender,Jeremy Percival,50,33,34.00%
I-2823,Kuala Lumpur,Malaysia,APAC,5/28/2015,Coffee grinder,Trudi Griffin,70,46,34.29%
I-2824,Shanghai,China,APAC,1/23/2015,Iron,Timothy Fraser,30,20,33.33%
I-2825,Seattle,USA,NA,07-05-18,Oven,Alan Davie,500,500,0.00%
I-2826,Los Angeles,USA,NA,12-09-18,Oven,Rita Jenkins,500,500,0.00%
I-2827,San Fransisco,USA,NA,2/17/2014,Dishwasher,Richard Dewar,500,350,30.00%
I-2828,Toronto,Canada,NA,02-04-14,Oven,Jordan Andrews,500,500,0.00%
I-2829,Tel Aviv,Israel,EMEA,8/14/2018,Iron,Deanna Wang,30,29,3.33%
I-2830,Dubai,UAE,EMEA,12-03-14,Dishwasher,Brenda Lightfoot,500,300,40.00%
I-2831,Shenzhen,China,APAC,7/29/2017,Coffee grinder,Alastair Mills,70,67,4.29%
I-2832,Tokyo,Japan,APAC,02-04-16,Coffee grinder,Basil Bell,70,61,12.86%
I-2833,Birmingham,UK,EMEA,05-12-17,Ceiling fan,Philip Collins,150,140,6.67%
I-2834,Delhi,India,APAC,5/28/2016,Air conditioner,Francis Hughes,700,602,14.00%
I-2835,Vancouver,Canada,NA,8/31/2018,Microwave,Margaret McGregor,80,74,7.50%
I-2836,Tijuana,Mexico,LATAM,10/26/2018,Air conditioner,Richard Foy,700,623,11.00%
I-2837,Ho Chi Minh City,Vietnam,APAC,08-12-14,Dishwasher,Sophie Petersen,500,365,27.00%
I-2838,Shanghai,China,APAC,8/16/2014,Vacuum Cleaner,Christopher Snape,250,193,22.80%
I-2839,Houston,USA,NA,10-06-14,Toaster,Peter Carley,50,50,0.00%
I-2840,Houston,USA,NA,2/26/2016,Air conditioner,David Salmon,700,644,8.00%
I-2841,Berlin,Germany,EMEA,07-12-17,Air conditioner,Paul Mannion,700,686,2.00%
I-2842,Tijuana,Mexico,LATAM,9/23/2018,Vacuum Cleaner,Timothy Younger,250,220,12.00%
I-2843,Bangkok,Thailand,APAC,09-03-14,Washing Machine,Martin Gee,800,688,14.00%
I-2844,Berlin,Germany,EMEA,7/17/2015,Oven,Jacqueline Clamp,500,490,2.00%
I-2845,Sao Paolo,Brazil,LATAM,03-09-18,Ceiling fan,Zoe Munday,150,144,4.00%
I-2846,Los Angeles,USA,NA,6/27/2014,Air conditioner,Paul Hirst,700,525,25.00%
I-2847,Tel Aviv,Israel,EMEA,2/20/2014,Oven,John Verma,500,490,2.00%
I-2848,Vienna,Austria,EMEA,05-06-17,Ceiling fan,Janet Ward,150,144,4.00%
I-2849,Riyadh,Saudi Arabia,EMEA,4/22/2017,Washing Machine,Victoria Sherwin,800,456,43.00%
I-2850,Athens,Greece,EMEA,1/20/2016,Dishwasher,Martin Timmins,500,465,7.00%
I-2851,Rome,Italy,EMEA,3/15/2015,Oven,Michael Toy,500,495,1.00%
I-2852,Moscow,Russia,EMEA,4/26/2015,Toaster,Dermot Bailey,50,49,2.00%
I-2853,Vancouver,Canada,NA,12/21/2016,Microwave,Elaine Ricketts,80,78,2.50%
I-2854,Bogota,Colombia,LATAM,06-09-14,Coffee grinder,Ronald Curtis,70,52,25.71%
I-2855,Kuala Lumpur,Malaysia,APAC,6/25/2017,Ceiling fan,Harold Lunn,150,144,4.00%
I-2856,Athens,Greece,EMEA,08-11-16,Refrigerator,David Walker,1000,560,44.00%
I-2857,Bucharest,Romania,EMEA,1/29/2018,Dishwasher,Geoffrey Shiner,500,490,2.00%
I-2858,Bangalore,India,APAC,12/31/2018,Microwave,Stuart Hunter,80,76,5.00%
I-2859,Madria,Spain,EMEA,10/17/2017,Blender,Paul Long,50,45,10.00%
I-2860,Capetown,South Africa,EMEA,5/20/2016,Air conditioner,Margaret Philp,700,630,10.00%
I-2861,Kansas City,USA,NA,04-02-18,Toaster,Douglas Davies,50,45,10.00%
I-2862,Warsaw,Poland,EMEA,8/17/2018,Oven,Valerie Brown,500,500,0.00%
I-2863,Seattle,USA,NA,8/30/2018,Toaster,Kevin Styles,50,46,8.00%
I-2864,Bangkok,Thailand,APAC,8/18/2014,Oven,Andi Liu,500,490,2.00%
I-2865,Chicago,USA,NA,08-01-14,Air conditioner,Amelia Scott,700,686,2.00%
I-2866,Los Angeles,USA,NA,7/19/2015,Iron,Ron Goodman,30,25,16.67%
I-2867,New York,USA,NA,12/28/2015,Refrigerator,Stephen Cohen,1000,600,40.00%
I-2868,Shanghai,China,APAC,10/25/2016,Coffee grinder,Timothy Fraser,70,63,10.00%
I-2869,Riyadh,Saudi Arabia,EMEA,09-09-14,Vacuum Cleaner,Lloyd Barr,250,245,2.00%
I-2870,Tokyo,Japan,APAC,1/16/2016,Microwave,David Gow,80,74,7.50%
I-2871,Athens,Greece,EMEA,01-08-17,Dishwasher,Martin Timmins,500,465,7.00%
I-2872,Capetown,South Africa,EMEA,9/22/2015,Ceiling fan,Margaret Philp,150,110,26.67%
I-2873,Cairo,Egypt,EMEA,6/14/2018,Oven,Robert Payne,500,500,0.00%
I-2874,Los Angeles,USA,NA,04-01-16,Air conditioner,Ron Goodman,700,700,0.00%
I-2875,Paris,France,EMEA,06-06-18,Blender,Joanne Sayer,50,50,0.00%
I-2876,Shanghai,China,APAC,04-07-14,Oven,Denise Docherty,500,490,2.00%
I-2877,Istanbul,Turkey,EMEA,01-10-16,Refrigerator,Cordia Alston,1000,920,8.00%
I-2878,Athens,Greece,EMEA,6/17/2016,Oven,Richard Perrott,500,500,0.00%
I-2879,Dubai,UAE,EMEA,06-11-17,Iron,David Romero,30,30,0.00%
I-2880,Prague,Czech Republic,EMEA,01-11-16,Microwave,Alison Hallows,80,77,3.75%
I-2881,Birmingham,UK,EMEA,12/21/2015,Refrigerator,Philip Collins,1000,920,8.00%
I-2882,Madria,Spain,EMEA,6/28/2016,Microwave,Penelope Freeland,80,76,5.00%
I-2883,Osaka,Japan,APAC,09-12-16,Refrigerator,Paul Atkins,1000,740,26.00%
I-2884,Sydney,Australia,APAC,4/28/2017,Microwave,Armand Ahmed,80,80,0.00%
I-2885,Birmingham,UK,EMEA,1/31/2014,Microwave,Stephen Muhammad,80,61,23.75%
I-2886,Tel Aviv,Israel,EMEA,04-11-15,Refrigerator,Frances Weller,1000,610,39.00%
I-2887,Bangalore,India,APAC,08-03-16,Iron,Francis Walsh,30,30,0.00%
I-2888,New York,USA,NA,05-11-14,Dishwasher,George Stevenson,500,390,22.00%
I-2889,Guangzhou,China,APAC,01-03-16,Microwave,Barbara Langdon,80,70,12.50%
I-2890,Rome,Italy,EMEA,06-06-14,Dishwasher,Audrey Kane,500,420,16.00%
I-2891,Prague,Czech Republic,EMEA,05-10-17,Coffee grinder,Nick Denny,70,63,10.00%
I-2892,Shanghai,China,APAC,6/25/2015,Microwave,Christopher Snape,80,62,22.50%
I-2893,Jerusalem,Israel,EMEA,11-08-14,Blender,Harold Charters,50,49,2.00%
I-2894,Birmingham,UK,EMEA,8/17/2014,Washing Machine,Robert Reed,800,592,26.00%
I-2895,Shanghai,China,APAC,05-11-16,Ceiling fan,Jonathan Will,150,149,0.67%
I-2896,Buenos Aires,Argentina,LATAM,11-07-16,Refrigerator,Roy Cooper,1000,900,10.00%
I-2897,Toronto,Canada,NA,5/15/2015,Air conditioner,James Hammond,700,651,7.00%
I-2898,Chicago,USA,NA,12-05-17,Toaster,Paul Collier,50,48,4.00%
I-2899,Delhi,India,APAC,5/18/2017,Washing Machine,Steven Batty,800,592,26.00%
I-2900,Kansas City,USA,NA,2/19/2018,Ceiling fan,Ronnette Stocks,150,137,8.67%
I-2901,Paris,France,EMEA,1/25/2017,Dishwasher,Darren Webb,500,475,5.00%
I-2902,Prague,Czech Republic,EMEA,12/24/2015,Ceiling fan,Pauline Pluck,150,105,30.00%
I-2903,Madria,Spain,EMEA,9/17/2016,Air conditioner,Penelope Freeland,700,602,14.00%
I-2904,Osaka,Japan,APAC,9/20/2015,Washing Machine,Stephen Brown,800,672,16.00%
I-2905,Mexico City,Mexico,LATAM,11-10-18,Iron,Paul Smith,30,28,6.67%
I-2906,Lima,Peru,LATAM,7/17/2015,Air conditioner,Lloyd Norton,700,420,40.00%
I-2907,Chicago,USA,NA,7/15/2018,Iron,Amelia Scott,30,29,3.33%
I-2908,Vienna,Austria,EMEA,10-11-15,Air conditioner,Daniel Henderson,700,616,12.00%
I-2909,Santiago,Chile,LATAM,1/21/2018,Air conditioner,Bruce McPhee,700,602,14.00%
I-2910,Jerusalem,Israel,EMEA,02-05-15,Washing Machine,Neil Tubbs,800,704,12.00%
I-2911,Buenos Aires,Argentina,LATAM,05-07-16,Oven,Ian Grant,500,500,0.00%
I-2912,Bogota,Colombia,LATAM,11/13/2017,Ceiling fan,Russell Thorley,150,147,2.00%
I-2913,Toronto,Canada,NA,5/25/2018,Iron,Michael Patel,30,29,3.33%
I-2914,Shanghai,China,APAC,7/17/2014,Dishwasher,Christopher Snape,500,455,9.00%
I-2915,Kuala Lumpur,Malaysia,APAC,10/31/2015,Vacuum Cleaner,Trudi Griffin,250,250,0.00%
I-2916,Moscow,Russia,EMEA,2/21/2017,Washing Machine,Rita Hill,800,688,14.00%
I-2917,Sao Paolo,Brazil,LATAM,12-01-16,Toaster,Cheryl Tubbs,50,44,12.00%
I-2918,Guangzhou,China,APAC,05-09-17,Oven,Donald Higgs,500,495,1.00%
I-2919,Birmingham,UK,EMEA,06-08-17,Iron,Gustavo Taiwo,30,30,0.00%
I-2920,Seoul,South Korea,APAC,11-12-14,Refrigerator,Martin Birch,1000,670,33.00%
I-2921,Lima,Peru,LATAM,6/16/2017,Washing Machine,Janet Ford,800,664,17.00%
I-2922,Shenzhen,China,APAC,05-07-14,Blender,Alastair Mills,50,40,20.00%
I-2923,London,UK,EMEA,09-09-17,Refrigerator,Francis Godden,1000,890,11.00%
I-2924,Prague,Czech Republic,EMEA,11/13/2015,Iron,David Stewart,30,20,33.33%
I-2925,Mexico City,Mexico,LATAM,1/14/2016,Vacuum Cleaner,Malcolm Griffith,250,245,2.00%
I-2926,Dublin,Ireland,EMEA,12/14/2014,Toaster,Andrew Phillips,50,47,6.00%
I-2927,Mexico City,Mexico,LATAM,2/14/2016,Microwave,Eric Walker,80,73,8.75%
I-2928,Capetown,South Africa,EMEA,12-08-14,Oven,Marcus Jacob,500,490,2.00%
I-2929,Dublin,Ireland,EMEA,7/16/2018,Washing Machine,Alison Younger,800,712,11.00%
I-2930,Tijuana,Mexico,LATAM,9/19/2014,Refrigerator,Emily Brierley,1000,920,8.00%
I-2931,Bogota,Colombia,LATAM,11-07-15,Oven,David Finnie,500,495,1.00%
I-2932,Tijuana,Mexico,LATAM,09-11-18,Toaster,Paul Skiba,50,45,10.00%
I-2933,Capetown,South Africa,EMEA,11/28/2017,Oven,Lucy Downs,500,490,2.00%
I-2934,Bucharest,Romania,EMEA,6/24/2016,Vacuum Cleaner,Geoffrey Shiner,250,238,4.80%
I-2935,Dublin,Ireland,EMEA,12-10-17,Refrigerator,Robert Harris,1000,670,33.00%
I-2936,Delhi,India,APAC,12/19/2018,Microwave,David Johnson,80,72,10.00%
I-2937,Warsaw,Poland,EMEA,10/28/2015,Dishwasher,James Lam,500,310,38.00%
I-2938,Kuala Lumpur,Malaysia,APAC,07-08-15,Microwave,Trudi Griffin,80,80,0.00%
I-2939,Santiago,Chile,LATAM,03-03-15,Coffee grinder,Ram Mathews,70,57,18.57%
I-2940,San Fransisco,USA,NA,11/18/2014,Toaster,John Osborne,50,48,4.00%
I-2941,Capetown,South Africa,EMEA,9/18/2014,Ceiling fan,Marcus Jacob,150,128,14.67%
I-2942,Buenos Aires,Argentina,LATAM,04-03-17,Oven,Paul Martin,500,490,2.00%
I-2943,Capetown,South Africa,EMEA,11-03-14,Ceiling fan,Marcus Jacob,150,120,20.00%
I-2944,Moscow,Russia,EMEA,8/27/2015,Air conditioner,Dermot Bailey,700,665,5.00%
I-2945,Riyadh,Saudi Arabia,EMEA,12-06-14,Washing Machine,Victoria Sherwin,800,480,40.00%
I-2946,Prague,Czech Republic,EMEA,06-05-14,Coffee grinder,David Stewart,70,67,4.29%
I-2947,Kuala Lumpur,Malaysia,APAC,10/15/2016,Refrigerator,Harold Lunn,1000,680,32.00%
I-2948,Berlin,Germany,EMEA,5/22/2015,Microwave,David Power,80,57,28.75%
I-2949,Amsterdam,Netherlands,EMEA,2/23/2015,Coffee grinder,Allyson Rush,70,69,1.43%
I-2950,Ho Chi Minh City,Vietnam,APAC,9/22/2018,Iron,Michael Bell,30,29,3.33%
I-2951,Osaka,Japan,APAC,6/23/2016,Air conditioner,Peter Walker,700,665,5.00%
I-2952,Berlin,Germany,EMEA,07-12-16,Vacuum Cleaner,David Power,250,235,6.00%
I-2953,Kansas City,USA,NA,04-09-18,Vacuum Cleaner,Ronnette Stocks,250,218,12.80%
I-2954,Santiago,Chile,LATAM,7/14/2015,Washing Machine,Richard James,800,616,23.00%
I-2955,Guangzhou,China,APAC,4/30/2014,Dishwasher,Donald Higgs,500,395,21.00%
I-2956,Bangkok,Thailand,APAC,12/25/2018,Coffee grinder,Nicole Marshall,70,69,1.43%
I-2957,Shanghai,China,APAC,10/27/2015,Air conditioner,Glenys Raymond,700,609,13.00%
I-2958,Cairo,Egypt,EMEA,10/21/2015,Dishwasher,John Barnett,500,455,9.00%
I-2959,Shanghai,China,APAC,10-04-18,Microwave,Sharon Hubble,80,73,8.75%
I-2960,Seoul,South Korea,APAC,02-10-15,Iron,Kevin Long,30,29,3.33%
I-2961,Riyadh,Saudi Arabia,EMEA,4/27/2014,Dishwasher,Kelly Owen,500,385,23.00%
I-2962,Paris,France,EMEA,05-02-16,Washing Machine,Rory Bullion,800,768,4.00%
I-2963,Houston,USA,NA,08-05-15,Coffee grinder,Rita Schaffer,70,53,24.29%
I-2964,Bucharest,Romania,EMEA,04-10-17,Vacuum Cleaner,Jacqueline Todd,250,248,0.80%
I-2965,Berlin,Germany,EMEA,1/25/2018,Vacuum Cleaner,David Townsend,250,213,14.80%
I-2966,Buenos Aires,Argentina,LATAM,11-03-14,Blender,Ronald Rowlands,50,36,28.00%
I-2967,Kansas City,USA,NA,08-01-15,Coffee grinder,Douglas Davies,70,66,5.71%
I-2968,Dublin,Ireland,EMEA,09-11-16,Dishwasher,Andrew Phillips,500,445,11.00%
I-2969,Athens,Greece,EMEA,5/31/2015,Toaster,Mark Lawton,50,30,40.00%
I-2970,Santiago,Chile,LATAM,01-04-14,Vacuum Cleaner,Richard James,250,243,2.80%
I-2971,Guangzhou,China,APAC,3/15/2015,Toaster,Barbara Langdon,50,45,10.00%
I-2972,Amsterdam,Netherlands,EMEA,12-12-17,Blender,David Dorey,50,50,0.00%
I-2973,Madria,Spain,EMEA,4/26/2018,Vacuum Cleaner,Roy Lloyd,250,220,12.00%
I-2974,Tel Aviv,Israel,EMEA,7/18/2017,Dishwasher,Rebecca Delo,500,450,10.00%
I-2975,Bangkok,Thailand,APAC,12-04-18,Toaster,Jonathan Pereira,50,48,4.00%
